CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,salary
6.6,0,1,1,77,4.3,1,1,82,66,0,
8,1,3,0,86,4.4,1,1,78,88,0,
8,1,2,2,72,4.3,1,1,82,81,0,
8.5,1,1,2,86,4.5,1,1,74,83,1,
7.7,1,1,1,73,4.4,1,1,82,81,0,
6.5,1,2,0,60,4.7,0,1,55,63,0,
8.1,2,3,2,90,4.8,1,1,71,86,1,
6.5,0,3,2,72,4.1,1,1,87,80,1,
6.7,0,1,0,76,4,0,1,55,70,0,
8.1,1,2,1,77,3.8,1,0,70,64,0,
8,2,2,2,86,4.8,1,1,84,82,1,
8.3,2,3,2,82,4.3,0,1,74,60,1,
8.6,1,2,3,76,4.7,1,1,81,80,0,
7.4,1,2,0,89,3.6,0,0,62,72,0,
8.2,1,3,0,90,4.7,1,1,80,80,1,
8.3,0,3,2,86,4.7,1,1,82,86,1,
6.7,1,1,1,67,4.2,0,0,72,73,0,
7.5,1,3,2,83,4.8,0,1,72,82,0,
8.6,2,3,2,90,4.8,1,1,87,84,1,
8.3,2,3,2,84,4,1,1,78,86,0,
7.4,1,2,1,70,3.8,1,1,70,68,0,
8.4,2,3,2,86,4.8,1,1,74,81,1,
8.1,1,3,0,77,4.1,0,1,70,84,0,
6.7,1,1,1,67,3.4,0,0,56,62,0,
8.1,1,3,2,90,4.4,1,1,77,86,1,
7.4,1,1,0,80,4.1,0,1,75,68,0,
7.8,2,3,2,90,4.8,1,1,71,84,1,
7.9,0,2,1,76,4.7,1,1,82,82,0,
8.4,1,2,1,87,4.7,0,1,76,67,0,
6.9,1,1,1,64,3.5,0,0,68,66,0,
6.7,1,1,0,83,4.2,0,0,55,57,0,
7.1,1,2,1,73,3.9,0,1,79,72,1,
7.6,0,1,0,81,4.4,1,1,84,83,1,
7.5,0,3,2,78,4.2,1,1,81,86,0,
7.9,1,3,1,81,4.5,0,1,75,73,1,
7.5,0,3,2,90,4.3,0,1,89,86,1,
8,2,3,2,90,4.8,1,1,68,85,1,
7.4,0,2,1,76,4,0,1,69,73,0,
8.5,2,1,0,86,4.5,1,1,80,82,1,
8,0,3,1,83,4.4,1,1,83,79,1,
7.3,1,2,1,67,4.6,0,0,59,80,0,
6.6,1,2,1,62,3.7,0,1,73,60,0,
8.5,2,3,2,90,4.6,1,1,80,87,1,
7.5,1,3,1,66,3.8,0,1,69,72,0,
7.7,1,1,0,79,4.6,0,0,88,61,0,
7.6,1,2,1,67,4.4,1,1,61,73,1,
8.6,2,3,2,90,4.8,1,1,73,88,1,
8.4,1,3,0,86,4.7,1,1,80,70,1,
7.7,1,1,3,79,4.1,1,1,82,82,1,
8.2,1,3,2,86,4.8,1,1,86,83,1,
8.6,2,3,2,90,4.8,1,1,76,88,1,
6.5,1,2,1,79,4.1,0,1,60,60,0,
8.5,1,2,0,75,4.5,0,1,65,73,0,
7.5,1,2,1,90,3.8,1,1,82,86,1,
6.7,1,2,1,68,4.3,0,1,56,68,0,
8.4,2,3,2,90,4.8,1,1,69,83,1,
7.5,1,1,0,60,3.7,0,1,55,74,0,
8.5,1,1,2,82,4.4,1,1,82,85,1,
8.5,1,2,2,90,4.6,1,1,79,84,1,
7.6,1,3,0,90,4.8,1,1,75,85,1,
7.6,1,3,0,75,4.2,1,0,76,76,1,
8.3,0,3,2,90,4.8,1,0,90,84,1,
8.1,2,3,2,89,4.6,1,1,73,83,0,
6.7,1,2,1,76,3.2,0,1,55,80,0,
7.7,1,3,1,78,3.9,1,0,66,83,0,
6.7,0,1,0,77,4.1,0,0,63,68,0,
6.5,0,1,0,60,3.9,0,0,64,66,0,
6.7,1,1,2,89,4.3,1,1,73,67,0,
8.5,2,3,2,83,4.6,1,1,73,81,1,
7.7,1,2,2,80,4.5,0,1,78,84,1,
8.1,0,2,2,75,4.3,1,1,84,88,1,
6.5,2,1,1,73,4.3,1,0,86,81,0,
8,1,3,1,87,3.9,0,1,56,66,0,
7.4,1,2,0,69,4.1,0,0,58,71,0,
7.4,1,2,1,71,3.5,0,0,74,64,0,
8.2,2,1,0,79,4.6,1,0,63,65,0,
7.4,1,2,1,71,4.1,0,1,62,72,0,
7.9,1,3,1,76,4.3,0,0,62,65,0,
8.1,2,1,1,75,4.7,1,1,60,70,0,
8.3,2,3,2,90,4.8,1,1,90,85,1,
8.1,0,2,2,86,4.6,1,1,57,79,0,
8.4,2,3,2,90,4.8,1,1,70,86,1,
9.1,1,1,0,75,3.8,0,0,55,62,1,
8.2,1,3,2,90,4.8,1,1,77,87,1,
7.7,0,1,0,82,4.1,0,1,56,75,0,
6.7,1,1,1,68,4.8,1,0,57,65,0,
8.3,2,3,2,90,4.7,1,1,85,82,1,
8,1,3,2,90,4.8,1,1,69,85,0,
8.3,2,3,2,87,4.7,1,1,84,80,1,
7.9,1,3,2,89,4.8,1,1,78,84,1,
7.5,1,1,0,63,4.5,0,1,59,58,0,
8,2,3,0,90,4.8,1,1,89,80,1,
8.5,2,1,0,79,4.8,1,0,55,72,1,
7.9,1,2,3,80,4.7,1,1,78,73,0,
7.7,0,1,1,78,4.6,1,1,74,66,0,
7.4,1,2,1,74,3.9,0,1,76,74,0,
6.5,1,2,1,77,4,0,0,55,63,0,
7.7,2,2,0,75,4.5,1,1,78,72,0,
7.5,1,2,1,79,4.4,1,0,55,77,1,
8.6,1,3,2,90,4.8,1,1,78,87,1,
8.5,2,3,2,90,4.8,1,1,82,87,1,
7.5,1,1,0,66,3.9,0,1,55,78,0,
7.6,0,1,0,82,4.3,0,1,71,72,0,
7.5,0,1,0,72,4.3,0,1,56,66,0,
7.5,0,1,0,71,3.8,0,1,59,69,0,
7,1,3,2,87,3.9,1,1,64,72,0,
6.5,1,1,1,84,4.4,1,1,72,87,1,
7.6,2,2,2,83,4.8,1,1,71,85,1,
7.7,1,1,1,68,4.6,1,0,65,65,0,
7.7,1,1,1,64,3.9,0,0,58,66,0,
6.6,0,1,1,68,3.8,0,0,64,67,0,
6.9,1,1,0,61,3.5,0,0,66,66,0,
7.4,2,2,1,81,4.4,1,1,66,88,1,
8.1,2,2,0,83,4.4,0,0,74,82,0,
6.9,0,1,0,81,4,0,1,74,71,0,
8.3,0,3,2,80,4.7,1,1,79,85,0,
7.7,1,3,2,81,4.7,1,1,73,66,0,
8.5,1,1,2,75,4.8,0,1,75,62,1,
7.5,1,2,0,83,4.2,0,1,60,71,0,
8.1,0,2,1,88,4.8,0,1,62,81,1,
7.9,0,2,2,85,4.8,1,1,75,83,0,
7.7,2,3,2,89,4.5,0,1,74,85,0,
7.5,0,3,2,83,4.4,1,1,78,88,1,
8.2,1,3,0,82,4.1,1,1,85,86,0,
8.6,1,2,1,73,4.7,1,1,76,66,0,
6.7,1,1,1,77,3.4,0,1,59,72,0,
7.6,0,1,1,80,4.6,0,0,55,64,0,
6.5,0,3,0,88,4.8,1,1,85,84,1,
8.2,2,3,2,90,4.8,1,0,77,83,1,
7.7,2,1,2,79,4.6,1,1,57,80,1,
7.5,1,2,1,83,4,0,1,67,71,0,
6.5,0,1,1,60,3.7,0,0,61,68,0,
7.4,2,2,0,66,4.2,1,0,69,69,0,
8.2,1,1,0,71,3.6,1,1,55,65,0,
6.5,0,1,1,66,4.4,0,0,69,67,0,
6.5,1,1,1,71,3.7,0,1,67,64,0,
8.7,2,3,2,77,4.8,1,0,89,87,1,
7.6,1,1,0,75,4,0,0,55,57,0,
8.2,1,1,0,86,4.6,0,1,79,61,0,
8.1,2,2,2,85,4.5,0,1,71,83,0,
8.1,0,3,0,77,3.9,1,0,69,65,0,
8.4,2,3,2,90,4.8,1,1,85,81,1,
8.3,1,3,2,86,4.8,1,1,80,84,1,
7.5,0,1,2,81,4.1,1,1,84,81,0,
6.6,1,1,1,77,4,0,0,57,66,0,
8.3,1,2,2,90,4.8,1,1,78,85,1,
8.3,2,3,2,89,4.8,1,1,83,82,1,
8.1,1,1,1,74,4.5,0,0,70,62,0,
8.3,1,3,1,83,4.8,1,0,65,80,0,
6.5,0,1,1,87,4.8,0,0,55,72,0,
6.8,1,1,1,61,3.5,0,0,66,72,0,
8,1,3,0,80,4.7,0,1,68,83,1,
8.2,2,3,2,90,4.8,1,1,75,85,1,
7.7,0,2,0,88,4.8,1,0,77,81,0,
7.6,1,1,1,81,4,0,1,65,65,0,
7.5,1,1,0,60,3.9,0,0,55,69,0,
8.4,2,3,2,90,4.8,1,1,76,86,1,
7.8,1,2,1,81,3.7,0,1,55,83,0,
8.4,0,3,2,84,4.5,1,0,85,84,1,
7.5,1,3,1,83,4.4,1,1,77,87,1,
8.3,2,2,0,79,4.5,1,1,82,66,1,
6.5,2,1,2,79,4.4,0,0,55,66,0,
8.2,1,3,2,89,4.3,1,0,84,82,1,
6.5,1,2,1,78,4.1,0,0,78,63,0,
6.5,1,1,1,79,4.6,1,1,56,68,0,
8.3,1,3,0,77,4.8,1,1,74,57,0,
8.2,2,3,3,90,4.8,1,1,69,88,0,
6.6,1,1,1,68,3.3,1,0,60,62,0,
8.3,1,2,3,85,4.6,1,1,69,86,1,
8,1,1,1,83,4.2,1,1,78,79,0,
6.6,1,2,0,87,4.6,0,1,80,71,0,
8.1,2,3,2,90,4.7,1,1,86,81,1,
8.5,2,2,2,88,4.8,1,1,76,86,1,
7.5,1,1,0,75,3.9,0,1,55,64,0,
6.5,0,1,0,71,3.7,0,1,71,65,0,
7.6,2,3,2,90,4.5,1,1,75,83,1,
8.6,0,3,2,81,3.9,1,1,82,71,1,
6.8,1,1,0,76,4,0,0,60,58,0,
8,1,3,2,81,4,1,1,81,86,1,
7.7,1,1,0,71,4.3,0,1,55,66,0,
7.5,0,1,1,60,4.2,0,0,59,74,0,
6.9,1,2,0,66,4.4,1,1,57,84,1,
8.3,2,3,2,90,4.8,1,1,84,86,1,
7.6,1,1,1,82,4.3,0,0,62,60,1,
6.5,2,1,1,72,4.4,0,1,55,66,0,
6.6,1,2,0,79,4.4,0,1,66,68,0,
6.8,0,1,1,64,3.8,0,0,55,71,0,
8.6,1,3,2,90,4.6,1,1,85,81,1,
8.1,2,3,0,90,4.6,1,1,80,81,1,
8.2,2,3,2,84,4.8,1,1,71,83,1,
8.7,1,1,0,75,4.4,1,0,71,57,0,
7.3,1,3,1,71,3.8,1,1,79,81,0,
7.4,1,1,1,82,4.1,0,0,60,65,0,
7.6,1,2,1,84,4.7,0,0,69,72,0,
6.5,1,2,0,87,4.3,0,0,63,68,0,
8.5,2,3,2,77,4.5,1,1,81,85,1,
7.5,0,2,1,72,4.5,1,0,67,64,0,
7.3,1,1,0,65,3.9,0,0,69,67,0,
6.5,1,1,1,64,4.4,1,0,57,61,0,
8.4,2,3,2,90,4.8,1,1,80,85,1,
8,2,3,2,90,4.7,1,1,77,70,0,
8,2,3,2,90,4.8,1,1,76,88,1,
8.3,2,1,2,81,4.8,1,0,89,83,0,
7,0,1,0,75,3.8,1,0,59,72,0,
8.3,2,3,2,89,3.9,1,1,78,88,0,
7.7,1,0,0,65,3.9,1,0,55,71,0,
7.9,0,1,1,74,3.9,1,1,79,62,0,
8.6,1,3,0,90,4.8,1,1,86,80,1,
7.8,1,3,1,77,3.6,0,1,55,64,0,
7.4,1,1,1,61,4.1,0,1,55,69,0,
7.4,1,1,0,64,4.2,1,1,61,70,0,
8.4,1,3,2,90,4.3,1,1,84,80,1,
7.4,1,1,1,77,4.1,1,1,73,74,0,
8.3,2,3,1,88,3.8,1,1,58,87,1,
6.5,0,1,0,64,3.9,0,1,58,68,0,
7.7,0,1,0,79,4,0,1,59,59,0,
8.4,2,3,2,90,4.7,1,1,79,87,1,
8.3,0,1,0,73,3.8,1,1,72,80,0,
6.5,0,1,1,69,3.9,0,0,55,75,0,
8.4,1,3,0,90,4.7,1,1,74,83,1,
6.6,1,1,1,60,3.9,0,1,56,58,0,
8.4,2,2,2,85,4.8,1,0,72,82,0,
8.7,0,3,2,88,4.7,1,1,85,82,1,
8.3,1,3,2,90,4.7,1,1,86,86,1,
6.6,1,1,1,87,4.7,0,1,55,69,0,
6.7,2,3,2,82,4.8,1,0,84,82,1,
8.4,2,3,2,90,4.7,1,1,80,88,1,
7.7,1,3,2,90,4.7,1,1,82,73,1,
7.6,1,1,0,67,3.8,0,0,55,64,0,
7.8,1,2,0,80,4.7,1,1,55,66,0,
8.1,1,3,2,90,4.8,1,1,79,84,1,
6.5,1,1,0,72,3.8,0,0,55,68,0,
7.2,0,2,1,78,4.4,0,1,79,61,0,
6.6,1,3,0,77,3.7,0,1,55,65,0,
7.5,1,3,2,78,4.7,1,1,79,81,0,
7.6,1,1,1,75,3.6,0,1,65,66,0,
8.6,0,3,2,90,4.8,1,1,75,86,1,
6.8,0,1,0,73,4.5,0,0,59,60,0,
7.4,2,1,0,78,3.6,0,0,55,70,0,
7.9,1,3,2,89,4.6,1,1,83,86,1,
8,1,3,2,81,4.8,1,0,64,85,0,
8.3,2,2,2,90,4.8,1,1,71,83,1,
7.8,0,2,0,79,4.5,1,0,80,81,0,
7.8,1,1,2,75,4.1,0,1,55,82,0,
7.7,0,1,0,65,4.6,0,0,58,59,0,
7.6,1,2,0,77,4,0,1,64,65,0,
8,1,1,0,69,3.6,0,0,55,62,0,
6.6,0,1,0,77,3.7,0,0,61,60,0,
7.7,1,1,0,74,4.1,1,1,73,63,0,
6.7,1,1,1,76,3.9,0,0,62,65,0,
7.7,0,1,0,73,4.3,1,0,55,57,1,
8,1,1,0,82,4.5,1,1,73,66,0,
6.6,0,1,1,68,4.1,0,1,55,66,0,
7.5,1,1,0,68,4.3,0,1,55,68,0,
8,2,3,2,90,4.4,1,1,80,88,1,
7.5,1,3,1,81,4.6,1,1,72,80,0,
6.5,0,1,0,88,4.3,1,1,76,88,1,
7.4,2,1,1,78,4.3,0,0,55,68,0,
8.4,1,3,0,90,4.5,1,1,59,82,1,
7.5,1,1,0,72,4.1,0,0,55,72,0,
8.5,2,3,2,90,4.8,1,1,78,83,1,
6.6,0,2,0,79,4.2,1,0,62,79,0,
7.6,2,1,0,78,3.9,0,0,83,69,1,
8.1,1,3,2,90,4.8,1,1,84,82,1,
8.8,1,3,2,90,4.8,1,1,77,83,1,
7.5,0,3,1,84,4.5,0,1,77,78,0,
7.9,1,3,0,82,4.5,1,1,76,72,0,
6.5,1,1,1,67,4,0,1,56,65,0,
8.7,2,3,2,90,4.8,1,1,73,84,1,
8.4,1,3,1,86,4.5,1,1,75,82,0,
7.4,1,1,0,66,4.4,0,0,55,70,0,
8.1,2,3,2,87,3.9,1,1,57,77,0,
6.5,1,2,0,74,3.4,0,0,59,70,0,
7.7,1,1,2,85,3.6,0,0,58,72,1,
6.5,1,1,0,75,4.1,0,0,55,71,0,
7.1,0,1,0,70,3.8,0,1,59,62,0,
8.1,0,3,2,87,4.2,1,1,67,84,1,
7.8,2,1,2,90,4.7,1,0,81,85,1,
8.2,1,2,2,78,4.1,1,1,70,82,0,
7.4,1,1,0,72,3.6,0,1,63,72,0,
8.2,1,1,0,68,4,0,1,83,64,0,
7.8,1,2,2,76,4.4,0,1,55,67,0,
7.6,2,1,1,63,4.8,0,1,78,71,1,
7.9,1,2,0,82,4.7,1,1,79,80,0,
6.5,1,3,1,86,4.5,1,1,82,82,1,
6.6,1,3,2,85,4.7,1,1,77,84,1,
7.9,1,3,2,90,3.6,1,1,70,83,1,
8.8,2,3,2,84,4.3,1,1,82,81,1,
8.2,2,3,1,90,4.7,1,1,79,85,1,
7.6,2,1,1,84,4.5,0,0,76,63,0,
8.4,2,3,2,90,4.8,1,1,76,88,1,
8.2,1,1,1,78,3.6,0,1,60,69,0,
7.5,1,2,0,71,4.7,0,1,55,72,0,
7.7,1,3,3,82,4.4,1,1,76,84,1,
7.6,2,2,0,84,4.1,0,1,55,75,0,
7.4,1,1,0,77,4.1,0,1,55,68,0,
7.4,1,1,0,79,4,1,1,67,79,1,
7.4,2,3,2,90,4.6,1,0,74,87,1,
6.5,0,1,1,67,3.1,0,0,61,61,0,
7.3,0,2,1,79,4.2,1,0,78,69,0,
7.7,1,1,0,70,4.8,1,1,55,73,0,
8.2,1,3,2,86,4.6,1,0,83,82,1,
8.4,2,3,2,90,4.8,1,1,86,84,1,
6.9,1,1,1,90,3.9,0,0,55,67,0,
8.1,2,2,2,76,4.3,1,1,72,87,1,
7.7,0,1,0,74,3.7,0,0,65,68,0,
6.5,0,3,2,85,4.6,1,1,81,84,1,
7.6,0,3,2,78,4.8,0,1,78,79,1,
8.1,1,2,0,74,4.2,0,1,55,67,0,
7.4,0,1,0,80,4.3,1,1,63,63,0,
7.4,0,1,0,80,3.4,0,0,70,70,0,
7.4,1,1,0,67,4.1,0,1,60,73,0,
6.5,1,2,0,70,3.4,0,0,58,72,0,
8.1,1,2,1,81,4.7,1,1,61,84,0,
6.5,0,1,2,80,4.1,0,1,74,82,0,
7.8,1,2,0,84,4.5,0,0,55,62,0,
8.3,1,1,2,88,3.8,1,1,89,68,1,
7.7,2,3,3,82,4.5,1,1,82,81,1,
7.5,1,3,0,82,4.8,1,1,65,80,0,
6.5,0,1,0,69,3.6,0,1,71,72,0,
6.9,1,3,0,85,4.4,1,1,59,86,1,
8,0,1,0,83,3.3,0,1,58,70,0,
7.7,0,1,0,74,3.8,0,0,63,70,0,
7.6,1,2,0,81,4.7,1,1,82,83,0,
7.3,1,1,0,66,3.7,0,0,59,68,0,
7.4,0,1,0,79,4,0,1,55,66,0,
7.8,2,3,2,82,4.2,1,1,63,84,1,
8.6,1,1,2,73,3.8,1,0,64,64,0,
6.5,0,1,0,85,3.9,0,0,55,69,0,
8.6,1,3,2,86,4.7,1,1,81,82,1,
6.9,2,1,2,84,4.7,1,1,73,82,0,
7.5,1,1,2,84,4.8,1,0,83,81,0,
7.5,1,1,0,75,4,0,1,64,66,0,
6.5,0,2,1,65,4.4,0,0,60,69,0,
7.4,1,2,0,68,4.2,0,1,55,60,0,
7.5,1,2,1,76,3.8,0,0,55,63,0,
7.8,0,1,1,85,4.3,0,0,70,80,1,
7.7,0,3,1,82,4.1,0,1,82,88,1,
8.5,2,2,1,83,4.3,1,0,55,80,0,
7.4,2,2,0,84,4.3,0,1,79,82,0,
8,1,1,1,70,4.6,0,1,58,63,0,
7.5,1,1,1,68,4.3,0,0,55,67,0,
6.6,0,1,1,75,3.2,0,0,62,68,0,
7.7,0,2,0,76,3.7,0,1,58,67,0,
8.9,2,3,2,86,4.8,1,1,79,87,1,
8.3,1,3,2,82,4.7,1,1,66,68,1,
7.2,1,1,0,71,4.3,0,0,62,72,0,
8.2,2,3,2,90,4.8,1,1,70,84,1,
7.1,1,1,1,72,3.2,0,0,58,64,0,
6.9,0,1,0,77,3.7,0,1,55,66,0,
7.7,1,1,1,84,4.2,1,1,55,84,0,
8.6,0,3,2,81,4.8,1,1,82,84,1,
7.4,1,1,1,68,4.1,1,1,55,67,0,
8.4,2,1,0,90,4.8,1,1,63,82,0,
8.3,1,3,2,87,4.7,1,1,80,85,1,
7.4,1,3,0,81,3.7,1,1,69,74,0,
8.4,1,1,2,80,4.8,0,0,71,65,1,
7.7,0,1,2,86,4.5,1,1,64,68,0,
6.6,1,1,1,66,4.2,0,1,58,68,0,
7.5,0,2,0,88,4.2,0,0,55,64,1,
8.6,1,1,3,71,3.9,1,0,62,66,1,
8.4,1,3,0,90,4.6,1,1,78,87,1,
8.6,2,3,2,80,4.4,1,1,81,69,1,
8.8,1,3,2,88,4.7,1,1,75,84,1,
8.6,1,1,0,69,4.7,0,1,58,72,0,
8.4,0,2,3,84,4.4,1,1,55,82,1,
7.3,0,1,0,72,4,0,0,55,72,0,
7.5,0,1,0,68,3.6,0,0,59,63,0,
8.4,1,1,1,84,4.2,1,0,73,74,0,
8.1,1,2,1,75,4.2,1,0,76,69,0,
8.3,0,2,2,83,4.3,1,1,70,83,1,
6.9,1,1,1,67,3.9,0,1,62,66,0,
8.1,0,2,1,75,4.1,0,1,55,69,1,
7.5,0,1,0,66,3.7,0,1,61,66,0,
7.4,0,1,0,61,3.7,0,1,57,63,0,
7.8,1,3,3,84,3.9,1,1,64,72,0,
8.2,2,2,0,88,4.1,1,1,63,77,0,
6.5,1,1,0,81,4.2,0,1,67,65,0,
7.8,0,2,0,83,4.8,0,0,62,68,0,
8.3,0,2,1,80,3.9,1,1,57,69,0,
7.4,1,2,2,78,4.5,0,1,55,75,0,
7.5,1,2,1,67,3.8,0,1,55,68,0,
6.5,1,1,1,64,4.1,0,1,59,76,0,
6.6,1,2,0,77,4.1,0,1,72,69,0,
7.7,1,2,0,81,3.9,1,1,75,77,0,
8.3,2,3,2,90,4.8,1,1,77,83,1,
6.7,1,1,0,67,4.2,0,0,58,66,0,
8.2,2,3,2,90,4.8,1,1,83,87,1,
7.6,1,1,1,74,4.4,1,0,55,83,0,
8.8,2,3,2,84,4.8,1,1,78,81,1,
6.9,1,3,0,90,3.8,1,1,80,78,1,
8.6,0,1,1,88,4.2,1,1,81,67,0,
8.4,1,3,0,78,3.7,0,1,73,85,1,
6.5,1,1,0,76,4.5,1,1,55,65,1,
6.8,1,2,0,71,4.3,1,1,60,59,0,
8.1,0,3,2,73,4.2,1,1,88,87,1,
8.2,1,1,1,81,4.8,0,1,60,60,1,
7.4,1,2,1,68,4.2,1,1,72,66,0,
6.5,1,2,0,86,4.4,1,1,66,69,1,
7.5,1,3,3,89,4.4,1,1,85,85,1,
8.4,1,2,0,81,4.1,0,1,81,71,1,
8,2,3,2,90,4.8,1,1,77,83,1,
8.1,1,3,0,88,4.5,1,1,78,83,1,
8.2,1,1,2,87,4.3,1,0,69,86,0,
7.5,1,1,1,61,4.4,0,1,55,71,0,
6.5,1,1,0,77,4.1,0,0,59,57,0,
6.5,1,1,0,71,3.6,0,0,55,65,0,
7.9,0,3,0,90,4.4,1,0,75,86,1,
7.8,1,1,0,61,4.1,0,0,57,67,0,
7.3,2,3,0,90,4.4,0,1,55,85,1,
7.6,1,2,1,81,4.8,1,1,80,79,0,
8.1,2,3,2,90,4.8,1,1,79,83,1,
6.9,1,1,0,77,3.4,0,0,60,65,0,
8.4,0,3,2,90,4.8,1,1,88,84,1,
6.7,1,1,0,70,3.9,0,1,56,67,0,
7.8,1,3,1,80,4.8,1,0,61,81,0,
8.2,0,3,2,84,4,1,1,80,86,1,
8.3,2,3,0,82,4.6,1,1,80,67,1,
8.1,1,3,0,80,4.7,1,1,79,84,1,
6.6,1,1,0,71,4.5,1,1,64,70,1,
6.5,1,3,0,86,4.3,1,1,76,87,0,
7.7,1,2,2,79,4.8,1,1,82,82,0,
8.2,2,1,0,82,4.6,1,1,74,82,1,
7.6,2,2,0,73,4.4,1,1,83,87,1,
7.6,1,2,0,89,4.5,1,1,71,82,0,
8.2,2,3,2,90,4.8,1,1,77,85,1,
6.5,0,2,0,87,3.3,0,0,60,67,0,
7.4,1,1,1,68,4.3,1,0,60,69,1,
7.7,2,3,0,81,4.8,1,1,81,83,0,
8,1,1,0,83,4.7,0,0,55,66,0,
7.5,2,1,0,74,4.6,0,0,55,63,0,
7.7,1,2,0,90,4.8,0,1,64,69,1,
7.9,2,3,1,89,4.8,1,1,90,86,1,
8.4,2,3,2,83,4.5,1,1,74,86,1,
7.6,1,3,2,84,4.6,1,1,78,79,0,
6.9,1,2,1,68,4.5,1,1,56,65,0,
8.6,2,1,2,69,3.8,1,1,74,81,1,
7.9,1,3,2,66,4.1,0,0,55,58,0,
7.1,1,2,0,80,3.5,0,0,55,66,0,
8.2,2,2,2,88,4.2,1,1,80,86,0,
7.9,1,2,0,90,4.8,0,1,75,85,0,
6.6,1,2,0,73,4.3,1,0,58,66,0,
7.6,1,1,0,77,4.2,1,1,68,86,0,
8.7,1,3,3,89,4.8,1,1,74,83,0,
8.1,2,3,2,90,4.8,1,1,75,88,1,
8.1,2,3,2,86,4.5,1,1,80,86,0,
7.9,0,2,1,87,4.4,0,0,71,70,0,
8.6,0,3,2,75,4,1,1,78,84,1,
6.8,1,1,1,60,3.6,0,1,55,68,0,
8.3,1,1,1,77,3.6,0,1,55,67,0,
8.6,2,3,2,90,4.7,1,1,84,87,1,
7.6,1,3,0,80,4.6,0,1,60,73,1,
8.4,2,3,2,90,4.8,1,1,76,86,1,
7.5,0,1,2,73,3.9,0,1,55,67,1,
8.6,2,3,3,78,4.7,1,1,75,83,1,
7.4,1,1,0,60,3.7,0,0,63,64,0,
8,1,3,0,77,4.7,1,1,60,85,1,
8,2,3,2,90,4.8,1,1,77,87,1,
6.7,0,1,2,69,4.4,1,0,81,59,0,
7.5,1,1,1,68,4.6,1,1,59,65,0,
6.7,1,2,2,76,3.8,0,1,61,61,0,
7.7,1,1,1,73,3.7,0,1,58,64,0,
7.5,0,1,1,78,3.5,0,1,55,78,0,
7.6,1,1,0,71,4.1,0,1,60,69,0,
8.5,1,3,0,86,4.5,1,0,79,78,1,
6.5,1,1,0,79,4,0,0,55,70,0,
7.4,1,1,0,80,4.8,0,1,64,73,0,
7.4,0,2,0,75,3.5,0,1,55,71,0,
8.5,1,3,1,84,4.3,1,1,55,66,0,
7.7,1,1,0,71,3.5,0,1,59,64,0,
8,1,3,2,87,4.6,1,0,83,82,1,
8.3,1,3,2,81,4.7,1,1,76,86,0,
8.2,2,2,2,90,4.3,1,1,73,80,1,
7.4,1,2,1,71,4.7,0,1,74,63,0,
6.9,1,3,2,65,4,0,1,79,60,0,
8.4,1,1,0,78,4.8,1,0,71,81,0,
8.3,2,2,2,89,4,1,1,78,85,1,
7.3,1,2,0,72,4.3,0,1,56,66,0,
7.8,0,1,0,71,3.8,1,0,62,69,0,
7.5,1,1,2,69,4.3,1,0,77,82,0,
8,1,3,0,79,4.8,1,1,77,74,0,
8.5,2,3,2,90,4.8,1,1,79,86,1,
8.3,1,2,1,81,4.6,1,1,68,66,1,
8.4,0,2,0,81,4.4,1,1,61,68,1,
8.4,2,3,2,84,4.2,1,1,81,84,1,
8.5,0,2,0,79,4.5,0,0,72,74,0,
6.6,1,1,0,71,4.1,0,1,67,64,0,
8.1,2,3,0,86,4.3,1,1,73,81,1,
6.8,1,1,0,66,3.5,0,0,56,72,0,
7.6,2,2,0,84,4.3,0,0,64,65,0,
8.7,0,3,1,71,4.5,1,1,73,76,1,
8.2,0,3,2,81,4.7,0,0,82,68,0,
7.3,1,1,2,75,3.8,1,1,55,69,0,
8,2,3,0,84,4.6,1,1,76,83,1,
7.6,1,3,1,77,4.6,1,1,57,69,1,
7.7,0,3,1,85,4.3,1,1,77,65,1,
7.5,1,1,0,76,4,0,0,68,65,0,
7.3,1,1,0,76,4.4,0,1,62,70,0,
6.7,1,1,1,76,4.6,0,0,65,69,0,
6.7,1,2,2,78,4.4,1,1,72,64,0,
8.4,1,3,2,90,4.8,1,1,83,84,1,
8.8,2,3,2,86,4.7,1,1,73,88,1,
6.5,1,1,1,85,3.9,0,0,79,63,0,
7.7,2,3,0,77,4.6,1,1,70,69,0,
8.5,2,2,0,85,4.5,1,1,71,78,1,
8,1,2,0,68,4.5,1,0,62,65,0,
8.2,1,3,2,90,4.7,1,1,76,86,1,
8.1,0,3,2,88,4.8,1,1,75,81,1,
8.4,1,2,1,73,4,1,0,81,63,0,
8.3,1,3,1,67,3.7,1,1,66,68,0,
7.4,1,1,0,71,4.3,1,1,55,66,0,
8.5,1,1,2,77,4.3,1,1,80,81,1,
7.8,1,2,1,74,4.2,0,1,66,70,0,
8.2,1,3,0,84,4.5,1,1,70,74,1,
7,1,1,2,74,4.5,1,1,78,86,0,
8.4,0,1,2,79,3.9,1,1,80,80,0,
8,1,1,2,75,3.7,0,1,72,65,0,
7.5,1,1,1,69,3.6,0,1,55,71,0,
8.2,2,3,2,90,4.6,1,1,83,83,1,
